ip,finger,hash,name,race,background,date,class,justClass,subclass,level,feats,HP,AC,Str,Dex,Con,Int,Wis,Cha,alignment,skills,weapons,spells,castingStat,choices,country,countryCode,processedAlignment,good,lawful,processedRace,processedSpells,processedWeapons,levelGroup,alias
c372b9f,,174aa53efea2a6b51fe4b665c2f4cd8e,f601678d,Rock Gnome,Sage,6/16/2018 11:07,Wizard 1,Wizard,,1,,9,12,8,14,16,16,8,12,Neutral Good,Arcana|History|Investigation|Religion,Dagger,Firebolt*0|Shocking Grasp*0|Mage Hand*0|Burning Hands*1|Magic Missile*1|Shield*1|Find Familiar (Ritual)*1|Feather Fall*1|Tenser's Floating Disk (R)*1,Int,,NA,NA,NG,NA,NA,Gnome,Fire Bolt*0|Shocking Grasp*0|Mage Hand*0|Burning Hands*1|Magic Missile*1|Shield*1|Find Familiar*1|Feather Fall*1|Tenser's Floating Disk*1,Dagger,3-Jan,sad_torvalds
6d4aee9,d096a71,3b05ddea0def1a51f515ac389979dc4d,b27877fa,Warforged,Soldier,6/15/2018 0:18,Fighter 1,Fighter,,1,,15,17,20,7,20,6,4,12,Lawful Good,Athletics|History|Insight|Intimidation,"Greatsword|Warhammer|Crossbow, Light",,Cha,fighting style/Great Weapon Fighting,NA,NA,LG,NA,NA,Warforged,,"Greatsword|Warhammer|Crossbow, Light",3-Jan,frosty_poincare
4cf1641,2900871,85a6731488b17954809757d93c963789,daf13e71,Lightfoot Halfling,"Entertainer, Gladiator Variant",6/14/2018 21:45,Fighter 1,Fighter,,1,,12,16,12,17,14,8,10,14,Lawful Good,Athletics|Acrobatics|Perception|Performance,"Shortsword|Crossbow, light",,Int,fighting style/Dueling,NA,NA,LG,NA,NA,Halfling,,"Shortsword|Crossbow, Light",3-Jan,elegant_cori
,a3dd2d1,2af008372c95b4aa4acb5e970be993e5,01e6bfb9,Tiefling,Entertainer,6/14/2018 3:12,Rogue 1,Rogue,,1,,9,16,9,20,13,16,12,13,,Acrobatics|Sleight of Hand|Perception|Deception|Performance|Persuasion,Shortsword|Shortbow|Dagger,,Int,expertise/Sleight of Hand*Deception|tiefling variants menu/Devil's Tongue,Canada,CA,,NA,NA,Tiefling,,Shortsword|Shortbow|Dagger,3-Jan,musing_franklin
e64e80c,,c5961035204512002a0887d091df4bac,dd25c6bf,Turtle,Outlander,6/13/2018 20:47,Monk 1,Monk,,1,,9,15,12,15,13,9,16,9,Lawful Good,Athletics|Acrobatics|Stealth|Survival,Quarterstaff|Unarmed strike,,Int,,NA,NA,LG,NA,NA,Turtle,,Quarterstaff|Unarmed Strike,3-Jan,heuristic_tu
dc84ae0,,f5c603d41f4ddf975c0ae2f80839ed29,de7e2c6c,Human,Sage,6/11/2018 19:41,Sorcerer 1,Sorcerer,Shadow Magic,1,,7,11,9,12,15,17,16,19,Chaotic Neutral,Arcana|History|Deception|Intimidation,"Crossbow, light|Dagger",Friends*0|Shape Water*0|Green-Flame Blade*0|Lightning Lure*0|Ice Knife*1|Shield*1,Cha,,NA,NA,CN,NA,NA,Human,Friends*0|Shape Water*0|Green-Flame Blade*0|Lightning Lure*0|Ice Knife*1|Shield*1,"Crossbow, Light|Dagger",3-Jan,inspiring_sinoussi
,,3fb21106582009b023277b0b1709ec06,f3673a1d,Hill Dwarf,Charlatan,6/10/2018 19:01,Rogue 1,Rogue,,1,,14,16,5,18,20,4,10,16,Chaotic Neutral,Acrobatics|Stealth|Insight|Perception|Deception|Persuasion,"Dagger|Shortsword|Crossbow, light",,Int,expertise/Stealth*Persuasion,Canada,CA,CN,NA,NA,Dwarf,,"Dagger|Shortsword|Crossbow, Light",3-Jan,frosty_grothendieck
5669518,f28e4d6,3906f6fe6a6f62ceefb26f9c3e0e6a75,f1542b9a,Bugbear,Outlander,6/10/2018 18:51,Barbarian 1,Barbarian,,1,,15,15,18,14,16,10,15,13,,Athletics|Stealth|Nature|Perception|Survival,Greataxe|Handaxe|Javelin,,Int,,NA,NA,,NA,NA,Bugbear,,Greataxe|Handaxe|Javelin,3-Jan,reverent_visvesvaraya
,71005c9,76d943f67b5a7b39e87dcca576316480,3e8fa545,Hill Dwarf,Mercenary Veteran,6/8/2018 2:54,Monk 1,Monk,,1,,13,16,8,17,18,13,16,13,,Athletics|Acrobatics|History|Perception,Shortsword|Dart|Unarmed strike,,Int,,Canada,CA,,NA,NA,Dwarf,,Shortsword|Dart|Unarmed Strike,3-Jan,bold_wright
,71005c9,dc8b8fa8a23f0692ce316d32ffede995,3e8fa545,Hill Dwarf,Mercenary Veteran,6/8/2018 2:40,Barbarian 1,Barbarian,,1,,17,15,17,13,18,8,16,13,,Athletics|Survival|Intimidation|Persuasion,Greataxe|Handaxe|Javelin,,Int,,Canada,CA,,NA,NA,Dwarf,,Greataxe|Handaxe|Javelin,3-Jan,bold_wright
1d68a95,7751bd6,0691c5e78165971c7083f1f6fa158bf8,a4422f4d,Lineage - Fier,Hermit,6/6/2018 8:05,Sorcerer 1,Sorcerer,Wild Magic,1,,8,11,8,12,15,11,11,17,,Arcana|Religion|Medicine|Deception,Dagger|Dagger,,Cha,,NA,NA,,NA,NA,Tiefling,,Dagger|Dagger,3-Jan,upbeat_bassi
ec10b88,,f67884a037adff5b6e73cd55f6c9cd07,d369879d,Mountain Dwarf,Knight,6/6/2018 3:21,Paladin 1,Paladin,,1,,13,18,17,8,16,10,12,13,,Athletics|History|Religion|Persuasion,Longsword|Javelin,,Cha,,NA,NA,,NA,NA,Dwarf,,Longsword|Javelin,3-Jan,frosty_kirch
,,648b0fe6e4fc3240432ceec3d3082555,6c7b8c45,Forest Gnome,Entertainer,6/5/2018 12:01,Bard 1,Bard,,1,,9,14,12,16,13,10,10,14,,Acrobatics|Deception|Intimidation|Performance|Persuasion,Rapier|Dagger,,Cha,,Canada,CA,,NA,NA,Gnome,,Rapier|Dagger,3-Jan,musing_panini
,,62af9b3c456faa51e3e97a3c8b5541e3,9898ee51,Lineage - Baal,Haunted One,6/2/2018 23:03,Warlock 1,Warlock,The Great Old One,1,,9,11,8,10,12,14,14,17,Chaotic Neutral,Arcana|Investigation|Deception|Intimidation,Dart|Dagger|Dagger,,Cha,,Canada,CA,CN,NA,NA,Tiefling,,Dart|Dagger|Dagger,3-Jan,thirsty_hypatia
,6cafbdc,6bcbad2a878731134387d44623b7d645,161a6d11,Half-Elf,Folk Hero,6/2/2018 17:24,Cleric 1,Cleric,Life Domain,1,,10,16,11,10,14,12,15,14,,Acrobatics|Animal Handling|Insight|Medicine|Survival|Persuasion,"Mace|Crossbow, light",Mending*0|Thaumaturgy*0|Sacred Flame*0|Bless*1|Cure Wounds*1|Command*1|Healing Word*1,Wis,,Canada,CA,,NA,NA,Half-Elf,Mending*0|Thaumaturgy*0|Sacred Flame*0|Bless*1|Cure Wounds*1|Command*1|Healing Word*1,"Mace|Crossbow, Light",3-Jan,heuristic_matsumoto
,6cafbdc,8c4fe775d83d5cbbc13d49cc559acad7,2700a7ca,Rock Gnome,Far Traveler,6/2/2018 17:24,Sorcerer 1,Sorcerer,Wild Magic,1,,8,10,9,9,15,12,14,15,,Arcana|Insight|Perception|Persuasion,"Crossbow, light|Dagger",Light*0|Prestidigitation*0|Ray of Frost*0|Shocking Grasp*0|Shield*1|Magic Missile*1,Cha,,Canada,CA,,NA,NA,Gnome,Light*0|Prestidigitation*0|Ray of Frost*0|Shocking Grasp*0|Shield*1|Magic Missile*1,"Crossbow, Light|Dagger",3-Jan,admiring_pare
,6cafbdc,dce474b6190d20441f5980ed3d1c832a,6197ac17,Dragonborn,Sailor,6/2/2018 16:44,Barbarian 1,Barbarian,,1,,13,13,17,14,13,12,8,11,,Athletics|Perception|Survival|Intimidation,Greataxe|Handaxe|Javelin,,Int,,Canada,CA,,NA,NA,Dragonborn,,Greataxe|Handaxe|Javelin,3-Jan,distracted_hypatia
,6cafbdc,75da28b0b44d9e9ee87e534371657571,26d82637,Mountain Dwarf,Urchin,6/2/2018 16:42,Rogue 1,Rogue,,1,,9,13,12,15,13,12,9,14,,Acrobatics|Sleight of Hand|Stealth|Deception|Intimidation|Persuasion,Rapier|Shortbow|Dagger,,Int,expertise/Stealth*Sleight of Hand,Canada,CA,,NA,NA,Dwarf,,Rapier|Shortbow|Dagger,3-Jan,magical_cocks
,6cafbdc,a24c3fd85bb4b7ee17774f95b6187d67,4adb7ac4,Dark Elf,Noble,6/2/2018 16:40,Paladin 1,Paladin,,1,,11,16,15,10,13,10,10,16,,History|Insight|Perception|Intimidation|Persuasion,Greatsword|Javelin|Longsword,,Cha,,Canada,CA,,NA,NA,Elf,,Greatsword|Javelin|Longsword,3-Jan,affectionate_euclid
,6cafbdc,944e70b8ca3ff109387d7918d2599131,57bcecd7,Turtle,City Watch,6/2/2018 16:39,Fighter 1,Fighter,,1,,11,16,17,10,13,10,16,8,,Athletics|History|Insight|Perception|Survival,"Warhammer|Shortsword|Crossbow, light",,Int,fighting style/Protection,Canada,CA,,NA,NA,Turtle,,"Warhammer|Shortsword|Crossbow, Light",3-Jan,determined_darwin
,6cafbdc,88d27323d17ccd83b350d0fed48767d7,1d210234,Rock Gnome,Far Traveler,6/2/2018 16:04,Ranger 1,Ranger,,1,,12,13,13,15,15,12,10,10,,Investigation|Nature|Insight|Perception|Survival,Shortsword|Longbow,,Wis,,Canada,CA,,NA,NA,Gnome,,Shortsword|Longbow,3-Jan,hardcore_hoover
,,aa8c3a481d902cb7c2ecf4f5d424f495,bced9db6,Human,Outlander,5/31/2018 18:53,Fighter 1,Fighter,,1,War Caster,11,18,16,13,14,12,11,8,,Athletics|Acrobatics|Insight|Perception|Survival,Greataxe|Handaxe,,Int,fighting style/Dueling,Canada,CA,,NA,NA,Human,,Greataxe|Handaxe,3-Jan,dazzling_boyd
50b69a8,455263b,f9d59f3d8891323c72fcac4adc5b0df3,e3392076,Lightfoot Halfling,Criminal,5/29/2018 20:42,Bard 1,Bard,,1,,7,12,8,13,8,15,12,17,,Stealth|History|Insight|Deception|Performance,Longsword|Dagger,,Cha,,NA,NA,,NA,NA,Halfling,,Longsword|Dagger,3-Jan,angry_moore
6cba297,d763da0,2ff3f4d4834e55393f486cb56f812e7e,5241dc42,Ghastly Halfling,Sailor,5/28/2018 1:59,Druid 1,Druid,,1,,10,16,8,17,14,10,16,8,,Athletics|Arcana|Perception|Survival,Scimitar,Druidcraft*0|Thorn Whip*0|Goodberry*1|Entangle*1,Wis,,NA,NA,,NA,NA,Halfling,Druidcraft*0|Thorn Whip*0|Goodberry*1|Entangle*1,Scimitar,3-Jan,stupefied_hypatia
,c2e7d19,3bd69a11731df73d3942d1f4ff78cd83,043c6e8b,Kenku,Charlatan,5/27/2018 21:43,Wizard 1,Wizard,,1,,6,11,10,12,10,15,15,13,CN,Sleight of Hand|Stealth|Arcana|Investigation|Deception,Dagger,Prestidigitation*0|Fire Bolt*0|Message*0|Color Spray*1|Feather Fall*1|Expeditious Retreat*1|Mage Armor*1|Magic Missile*1|Unseen Servant*1,Int,,Canada,CA,CN,NA,NA,Kenku,Prestidigitation*0|Fire Bolt*0|Message*0|Color Spray*1|Feather Fall*1|Expeditious Retreat*1|Mage Armor*1|Magic Missile*1|Unseen Servant*1,Dagger,3-Jan,silly_lalande
367d39f,dd5091e,7dfd7736b6854cade6ca4439daac9e13,4d8f4b35,Dark Elf,Guild Artisan,5/27/2018 19:52,Sorcerer 1,Sorcerer,Draconic Bloodline,1,,9,13,9,10,15,11,13,18,Chaotic Neutral ,Insight|Perception|Deception|Intimidation|Persuasion,"Dagger|Crossbow, Hand",Firebolt*0|Dancing Lights*0|True Strike*0|Chill Touch*0|Message*0|Shield*1|Chromatic Orb*1,Cha,,NA,NA,CN,NA,NA,Elf,Fire Bolt*0|Dancing Lights*0|True Strike*0|Chill Touch*0|Message*0|Shield*1|Chromatic Orb*1,"Dagger|Crossbow, hand",3-Jan,vibrant_lewin
c904ee2,6516581,9e2e0b1cac910c938e44025e2e4c6cb3,4cf8a15e,Human,Sailor,5/27/2018 17:07,Fighter 1,Fighter,,1,Tough,14,11,16,11,15,10,12,10,Chaotic Neutral,Athletics|Insight|Perception|Survival,"Longsword|Handaxe|Crossbow, light",,Int,fighting style/Dueling,NA,NA,CN,NA,NA,Human,,"Longsword|Handaxe|Crossbow, Light",3-Jan,elegant_nash
367d39f,dd5091e,228991193b02f36be323d6b8a89c87d6,3eff172c,Stout Halfling,Sage,5/27/2018 2:34,Ranger 1,Ranger,,1,,12,15,14,15,14,12,12,10,Neutral ,Athletics|Stealth|Arcana|History|Investigation,Quarterstaff|Longbow|Dagger,,Wis,,NA,NA,NN,NA,NA,Halfling,,Quarterstaff|Longbow|Dagger,3-Jan,clever_hopper
bdef55a,29633c0,e0e28fe89ca547951aa23ea4710bbe5c,3c23b558,Lightfoot Halfling,Criminal,5/26/2018 19:47,Rogue 1,Rogue,,1,,8,15,9,18,10,15,10,15,Neutral Good,Athletics|Stealth|Investigation|Insight|Perception|Deception,Shortsword|Shortbow|Dagger,,Int,expertise/Thieves' Tools*Perception,NA,NA,NG,NA,NA,Halfling,,Shortsword|Shortbow|Dagger,3-Jan,inspiring_hodgkin
4165017,6936f96,ce8789024c3dcd5a843096ebfafe170e,b3849c74,Forest Gnome,Inheritor,5/26/2018 3:39,Wizard 1,Wizard,,1,,7,11,8,13,13,17,10,14,,Arcana|History|Insight|Survival,Quarterstaff,Prestidigitation*0|Fire Bolt*0|Minor Illusion*0|Mending*0|Hideous Laughter*1|Shield*1|Mage Armor*1|Magic Missile*1|Disguise Self*1|Charm Person*1,Int,,NA,NA,,NA,NA,Gnome,Prestidigitation*0|Fire Bolt*0|Minor Illusion*0|Mending*0|Tasha's Hideous Laughter*1|Shield*1|Mage Armor*1|Magic Missile*1|Disguise Self*1|Charm Person*1,Quarterstaff,3-Jan,clever_kapitsa
,177f7f7,7c4cc341569817445d199c2cf17ace1e,47d5c9b6,Half-Orc,Outlander,5/22/2018 22:52,Barbarian 1,Barbarian,,1,,15,13,19,10,17,10,10,11,,Athletics|Nature|Animal Handling|Survival|Intimidation,Longsword|Handaxe|Javelin,,Int,,Canada,CA,,NA,NA,Half-Orc,,Longsword|Handaxe|Javelin,3-Jan,jovial_feistel
d6cddfc,cec0ba9,4fd31951d9edaee710cc36ea8cd64c5f,bc07cd10,Half-Elf,Acolyte,5/17/2018 23:49,Paladin 1,Paladin,,1,,11,18,16,10,13,8,12,16,,Athletics|Investigation|Religion|Insight|Persuasion,Longsword|Light hammer,,Cha,,United States,US,,NA,NA,Half-Elf,,Longsword|Light hammer,3-Jan,lucid_perlman
d6cddfc,cec0ba9,3d769e5fbf233b9ccedce11e015d2a4f,3905e566,Dragonborn,Charlatan,5/17/2018 23:18,Sorcerer 1,Sorcerer,Draconic Bloodline,1,,11,14,15,13,18,13,11,14,CN,Sleight of Hand|Arcana|Deception|Persuasion,Quarterstaff|Dagger,,Cha,,United States,US,CN,NA,NA,Dragonborn,,Quarterstaff|Dagger,3-Jan,vigorous_montalcini
,1e4f018,e1be5e0966ef46ebaf02948c515ceaba,6469be20,Half-Elf,City Watch,5/17/2018 11:07,Sorcerer 1,Sorcerer,Draconic Bloodline,1,,10,16,8,16,16,13,12,18,,Athletics|Arcana|History|Insight|Perception|Persuasion,"Crossbow, light|Dagger",,Cha,,Canada,CA,,NA,NA,Half-Elf,,"Crossbow, Light|Dagger",3-Jan,trusting_ishizaka
d6cddfc,cec0ba9,3cb0d1068766ec74f0935e0ca84d0d37,7e4c5ed6,Wood Elf,Sage,5/17/2018 4:14,Cleric 1,Cleric,Life Domain,1,,10,18,10,15,14,10,17,10,,Arcana|History|Insight|Medicine|Perception,"Mace|Crossbow, light|Sacred Flame",Sacred Flame*0|Thaumaturgy*0|Light*0|Bless*1|Cure Wounds*1|Healing Word*1|Guiding Bolt*1|Inflict Wounds*1,Wis,,United States,US,,NA,NA,Elf,Sacred Flame*0|Thaumaturgy*0|Light*0|Bless*1|Cure Wounds*1|Healing Word*1|Guiding Bolt*1|Inflict Wounds*1,"Mace|Crossbow, Light|",3-Jan,recursing_gauss
2077971,,43e379e9dbf01969048cc54347bfcd03,926ae7ac,Scourge Aasimar,Noble,5/16/2018 4:57,Bard 1,Bard,,1,,10,13,15,14,19,10,12,20,,History|Perception|Deception|Performance|Persuasion,Rapier|Dagger,Light*0|True Strike*0|Vicious Mockery*0|Comprehend Languages*1|Disguise Self*1|Feather Fall*1|Sleep*1|Unseen Servant*1,Cha,,United States,US,,NA,NA,Aasimar,Light*0|True Strike*0|Vicious Mockery*0|Comprehend Languages*1|Disguise Self*1|Feather Fall*1|Sleep*1|Unseen Servant*1,Rapier|Dagger,3-Jan,pensive_kowalevski
6fe9049,3c2939d,e5fddcb8ba021fe001b05b5e0cb5ef7e,7727eff4,Turtle,Acolyte,5/16/2018 0:21,Barbarian 1,Barbarian,,1,,11,10,10,8,8,8,9,8,,Nature|Religion|Insight|Perception|Survival,Greataxe|Handaxe|Javelin,,Int,,United States,US,,NA,NA,Turtle,,Greataxe|Handaxe|Javelin,3-Jan,mystifying_kalam
,9e5fa49,b432ef95779d8b7681cd05729c5572a3,0f7801cd,Half-Orc,Outlander,5/12/2018 22:35,Barbarian 1,Barbarian,,1,,14,13,18,13,15,12,12,13,,Athletics|Nature|Perception|Survival|Intimidation,Greataxe|Handaxe|Javelin,,Int,,Canada,CA,,NA,NA,Half-Orc,,Greataxe|Handaxe|Javelin,3-Jan,epic_torvalds
9c301eb,f28e4d6,ed1ee73733af08d553a5fa9c4e443cdc,a9e32770,Aarakocra,Hermit,5/12/2018 4:08,Monk 1,Monk,,1,,9,16,13,18,13,11,15,10,,Acrobatics|Stealth|Religion|Medicine,Shortsword|Dart|Unarmed strike,,Int,,Brazil,BR,,NA,NA,Aarakocra,,Shortsword|Dart|Unarmed Strike,3-Jan,sweet_grothendieck
80aad40,068dfe0,4ebfcd60daae004d05b6b76db07010ee,ce479c0b,Human,Urchin,5/11/2018 23:05,Rogue 1,Rogue,,1,Dungeon Delver,9,14,8,16,8,12,13,17,Lawful Neutral,Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Deception|Persuasion,Rapier|Shortbow|Dagger,,Int,expertise/Thieves' Tools*Deception,Peru,PE,LN,NA,NA,Human,,Rapier|Shortbow|Dagger,3-Jan,dazzling_bhabha
,4ddd486,3f752c9fb1409f7733da59e8442525e4,d9ddbb40,Dragonborn,Haunted One,5/10/2018 1:22,Warlock 1,Warlock,The Great Old One,1,,9,11,12,10,12,13,13,16,,Arcana|Investigation|Deception|Intimidation,"Crossbow, light|Dagger",,Cha,,Canada,CA,,NA,NA,Dragonborn,,"Crossbow, Light|Dagger",3-Jan,wonderful_jennings
,5004b5a,f0da657159c572e9bd21ce67c662ea68,beaf15cd,Half-Elf,Urchin,5/10/2018 0:27,Bard 1,Bard,,1,,11,14,8,16,16,8,8,17,,Acrobatics|Sleight of Hand|Stealth|History|Medicine|Survival|Performance,Rapier|Dagger,,Cha,,Canada,CA,,NA,NA,Half-Elf,,Rapier|Dagger,3-Jan,xenodochial_knuth
,cd6ad82,c04189e5ea0d47741465502abc28cd5b,6fdebcb3,Wood Elf,Far Traveler,5/10/2018 0:08,Ranger 1,Ranger,,1,,9,16,12,20,9,14,11,17,,Stealth|Nature|Insight|Perception|Survival,Shortsword|Longbow,,Wis,,Canada,CA,,NA,NA,Elf,,Shortsword|Longbow,3-Jan,quizzical_shaw
,99d57ad,6c531c6c0cd202193449b2663c80d001,7697fcf8,Human,Soldier,5/10/2018 0:01,Fighter 1,Fighter,,1,,12,18,16,15,14,13,11,9,,Athletics|Acrobatics|Survival|Intimidation,"Battleaxe|Crossbow, light",,Int,fighting style/Protection,Canada,CA,,NA,NA,Human,,"Battleaxe|Crossbow, Light",3-Jan,hopeful_feistel
1cf02a4,f2b4f6f,ae839fd513cf11f437484699ef3f3fdf,644703f1,Firbolg,Hermit,5/7/2018 21:51,Druid 1,Druid,,1,,10,15,9,14,14,12,17,8,,Religion|Insight|Medicine|Perception,Scimitar,Guidance*0|Poison Spray*0|Cure Wounds*1|Healing Word*1,Wis,,United States,US,,NA,NA,Firbolg,Guidance*0|Poison Spray*0|Cure Wounds*1|Healing Word*1,Scimitar,3-Jan,dreamy_cocks
1094246,e1167f8,fd7a5d4ffa251985b28bca6a2055e486,652274fe,Forest Gnome,Entertainer,5/6/2018 22:59,Bard 1,Bard,,1,,10,15,11,18,15,11,12,18,,Acrobatics|Sleight of Hand|Stealth|Performance|Persuasion,Rapier|Dagger,,Cha,,United States,US,,NA,NA,Gnome,,Rapier|Dagger,3-Jan,competent_ramanujan
1094246,e1167f8,6afef61ced10b2498c33003b5170b97c,4480ecbd,Half-Elf,Charlatan,5/6/2018 22:37,Ranger 1,Ranger,,1,,12,15,12,18,14,10,15,18,,Sleight of Hand|Stealth|Nature|Animal Handling|Survival|Deception|Persuasion,Shortsword|Longbow,,Wis,,United States,US,,NA,NA,Half-Elf,,Shortsword|Longbow,3-Jan,suspicious_swartz
1094246,e1167f8,c146e65dcfbe3556c98e998d5aa27cf7,93025f38,Tiefling,Charlatan,5/6/2018 22:36,Warlock 1,Warlock,The Archfey,1,,11,12,8,13,17,12,10,19,,Sleight of Hand|Arcana|Deception|Intimidation,Dagger,,Cha,,United States,US,,NA,NA,Tiefling,,Dagger,3-Jan,quirky_beaver
10cb188,ffd0acb,d4d7df3e07f95c863a8a6ffb79c6eeea,64aa48f5,Human,Criminal,5/6/2018 11:48,Rogue 1,Rogue,,1,,9,14,15,17,13,13,14,19,Neutral Evil,Acrobatics|Stealth|Insight|Deception|Intimidation|Persuasion,Shortsword|Shortbow|Dagger,,Int,expertise/Intimidation*Insight,Australia,AU,NE,NA,NA,Human,,Shortsword|Shortbow|Dagger,3-Jan,pensive_pare
d32ef44,b88fd6d,a4d4e818500205266c21df61d512b447,5a5adfa6,Earth Genasi,Haunted One,5/6/2018 2:46,Fighter 1,Fighter,,1,,13,18,16,10,16,13,10,10,Chaotic Good,Athletics|History|Investigation|Religion,Battleaxe|Handaxe,,Int,fighting style/Protection,United States,US,CG,NA,NA,Genasi,,Battleaxe|Handaxe,3-Jan,wonderful_golick
31b93da,4d9fbbb,509e73a217eb3e9bd53bdd0180887c5d,e6476dc7,Kobold,Soldier,5/5/2018 2:30,Fighter 1,Fighter,,1,,12,18,8,17,15,14,8,8,,Athletics|Acrobatics|Perception|Intimidation,"Battleaxe|Crossbow, light",,Int,fighting style/Dueling,United States,US,,NA,NA,Kobold,,"Battleaxe|Crossbow, Light",3-Jan,focused_darwin
5d6b703,2427097,f3c352fb13b9baf152ea6d61b17d33c7,4c788f1e,Tortle,Folk Hero,5/2/2018 18:56,Ranger 1,Ranger,,1,,11,17,17,14,13,10,13,8,,Athletics|Stealth|Nature|Animal Handling|Survival,Shortsword|Longbow,,Wis,,United States,US,,NA,NA,Turtle,,Shortsword|Longbow,3-Jan,condescending_bardeen
6ff1eeb,5d0b435,b4420de46740ee7d056f57aad7906830,a7514cf9,Orc,Acolyte,5/2/2018 18:37,Fighter 1,Fighter,,1,,11,16,20,18,13,10,9,16,,Religion|Insight|Perception|Survival|Intimidation,"Greataxe|Maul|Crossbow, light",,Int,fighting style/Great Weapon Fighting,NA,NA,,NA,NA,Orc,,"Greataxe|Maul|Crossbow, Light",3-Jan,adoring_pascal
6ff1eeb,5d0b435,8e9a9af4bcab42de6ca95caf3a3013d3,92de07d4,Human,Urban Bounty Hunter,5/2/2018 18:33,Ranger 1,Ranger,,1,,10,14,17,17,10,13,13,18,,Athletics|Stealth|Survival|Deception|Persuasion,Shortsword|Longbow,,Wis,,NA,NA,,NA,NA,Human,,Shortsword|Longbow,3-Jan,silly_wescoff
6ff1eeb,5d0b435,5150ba2f271296dea3c2deec7f160e9f,90e17b29,Dark Elf,Criminal,5/2/2018 18:26,Sorcerer 1,Sorcerer,Shadow Magic,1,,9,12,15,14,18,15,15,19,,Stealth|Arcana|Perception|Deception|Intimidation,Quarterstaff|Dagger,,Cha,,NA,NA,,NA,NA,Elf,,Quarterstaff|Dagger,3-Jan,affectionate_herschel
5d6b703,2427097,d85935afcfc5ae47e067de38981ba6c4,0b864f34,Dragonborn,Mercenary Veteran,5/1/2018 19:13,Fighter 1,Fighter,,1,,14,16,18,16,18,13,15,13,N,Athletics|Survival|Intimidation|Persuasion,"Crossbow, light|Rapier|Pike",,Int,fighting style/Dueling,United States,US,NN,NA,NA,Dragonborn,,"Crossbow, Light|Rapier|Pike",3-Jan,objective_goldstine
dab32c7,82ee4ea,be9c188bc75e760d0a35a52a41479acc,341f12fc,Human,Far Traveler,5/1/2018 13:51,Cleric 1,Cleric,Nature Domain,1,War Caster,11,18,13,13,16,11,18,10,Lawful Good,History|Religion|Animal Handling|Insight|Perception|Survival,Mace|Spear,Animal Friendship*1|Bane (Con)*1|Bless (Con)*1|Ceremony (Ritual)*1|Command*1|Create Or Destroy Water*1|Cure Wounds*1|Detect Evil and Good (Con)*1|Detect Magic (Con) (Ritual)*1|Detect Poison and Disease (Con) (Ritual)*1|Guiding Bolt*1|Healing Word*1|Inflict Wounds*1|Protection from Evil and Good (Con)*1|Purify Food and Drink (Con) (Ritual)*1|Sanctuary*1|Shield of Faith (Con)*1|Speak with Animals (Ritual)*1,Wis,,United States,US,LG,NA,NA,Human,Animal Friendship*1|Bane*1|Bless*1|Ceremony*1|Command*1|Create or Destroy Water*1|Cure Wounds*1|Detect Evil and Good*1|Detect Magic*1|Detect Poison and Disease*1|Guiding Bolt*1|Healing Word*1|Inflict Wounds*1|Protection from Evil and Good*1|Purify Food and Drink*1|Sanctuary*1|Shield of Faith*1|Speak with Animals*1,Mace|Spear,3-Jan,eager_pike
cd5dc72,20f0ec7,38e8dc71dd2f91c89c4d6b262860f917,f35fe6dd,Ghostwise Halfling,Outlander,4/30/2018 23:23,Druid 1,Druid,,1,,10,16,9,16,14,13,14,6,,Athletics|Arcana|Perception|Survival,Scimitar,,Wis,,NA,NA,,NA,NA,Halfling,,Scimitar,3-Jan,sharp_keller
,e6eb77b,19c5517c7cee322997b525dd05112677,daae7fa7,Turtle,Sage,4/29/2018 17:53,Cleric 1,Cleric,Tempest Domain,1,,9,19,15,7,13,8,16,10,,Arcana|History|Religion|Insight|Survival,Warhammer,Sacred Flame*0|Spare The Dying*0|Light*0|Fog Cloud*1|Thunderwave*1|Cure Wounds*1|Detect Magic*1|Guiding Bolt*1|Sanctuary*1,Wis,,Canada,CA,,NA,NA,Turtle,Sacred Flame*0|Spare the Dying*0|Light*0|Fog Cloud*1|Thunderwave*1|Cure Wounds*1|Detect Magic*1|Guiding Bolt*1|Sanctuary*1,Warhammer,3-Jan,nervous_mclaren
,1b1353b,7d655cfe3b3448db650a06a41f4087bb,37dd91ca,Human,Criminal,4/27/2018 22:53,Rogue 1,Rogue,,1,Dungeon Delver,9,15,17,18,13,10,8,10,,Athletics|Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Intimidation,Rapier|Shortbow|Dagger,,Int,expertise/Thieves' Tools*Athletics,Canada,CA,,NA,NA,Human,,Rapier|Shortbow|Dagger,3-Jan,fervent_fermat
,1b1353b,85d01b20f7590a156bfb8daffc9eadf9,204994c4,High Elf,Haunted One,4/27/2018 22:31,Wizard 1,Wizard,,1,,7,14,7,18,13,19,17,11,,Arcana|History|Investigation|Insight|Perception,Dagger,,Int,,Canada,CA,,NA,NA,Elf,,Dagger,3-Jan,nervous_ritchie
